Book,Chapter,Verse,Text,Normalized,Filtered
Genesis,2,5,"['וְכֹ֣ל', '׀', 'שִׂ֣יחַ', 'הַשָּׂדֶ֗ה', 'טֶ֚רֶם', 'יִֽהְיֶ֣ה', 'בָאָ֔רֶץ', 'וְכָל־עֵ֥שֶׂב', 'הַשָּׂדֶ֖ה', 'טֶ֣רֶם', 'יִצְמָ֑ח', 'כִּי֩', 'לֹ֨א', 'הִמְטִ֜יר', 'יְהוָ֤ה', 'אֱלֹהִים֙', 'עַל־הָאָ֔רֶץ', 'וְאָדָ֣ם', 'אַ֔יִן', 'לַֽעֲבֹ֖ד', 'אֶת־הֽ', 'ָאֲדָמָֽה׃']","['וְכֹל', '', 'שִׂיחַ', 'הַשָּׂדֶה', 'טֶרֶם', 'יִהְיֶה', 'בָאָרֶץ', 'וְכָלעֵשֶׂב', 'הַשָּׂדֶה', 'טֶרֶם', 'יִצְמָח', 'כִּי', 'לֹא', 'הִמְטִיר', 'יְהוָה', 'אֱלֹהִים', 'עַלהָאָרֶץ', 'וְאָדָם', 'אַיִן', 'לַעֲבֹד', 'אֶתה', 'ָאֲדָמָה']","['', 'שִׂיחַ', 'הַשָּׂדֶה', 'טֶרֶם', 'הַשָּׂדֶה', 'טֶרֶם', 'יִצְמָח', 'הִמְטִיר', 'יְהוָה', 'לַעֲבֹד']"
Genesis,2,6,"['וְאֵ֖ד', 'יַֽעֲלֶ֣ה', 'מִן־הָאָ֑רֶץ', 'וְהִשְׁקָ֖ה', 'אֶֽת־כָּל־פְּנֵֽי־הָֽאֲדָמָֽה׃']","['וְאֵד', 'יַעֲלֶה', 'מִןהָאָרֶץ', 'וְהִשְׁקָה', 'אֶתכָּלפְּנֵיהָאֲדָמָה']","['וְאֵד', 'וְהִשְׁקָה']"
Genesis,2,7,"['וַיִּיצֶר֩', 'יְהוָ֨ה', 'אֱלֹהִ֜ים', 'אֶת־הָֽאָדָ֗ם', 'עָפָר֙', 'מִן־הָ֣אֲדָמָ֔ה', 'וַיִּפַּ֥ח', 'בְּאַפָּ֖יו', 'נִשְׁמַ֣ת', 'חַיִּ֑ים', 'וַֽיְהִ֥י', 'הָֽאָדָ֖ם', 'לְנֶ֥פֶשׁ', 'חַיָּֽה׃']","['וַיִּיצֶר', 'יְהוָה', 'אֱלֹהִים', 'אֶתהָאָדָם', 'עָפָר', 'מִןהָאֲדָמָה', 'וַיִּפַּח', 'בְּאַפָּיו', 'נִשְׁמַת', 'חַיִּים', 'וַיְהִי', 'הָאָדָם', 'לְנֶפֶשׁ', 'חַיָּה']","['וַיִּיצֶר', 'יְהוָה', 'עָפָר', 'וַיִּפַּח', 'וַיְהִי', 'לְנֶפֶשׁ', 'חַיָּה']"
Genesis,2,8,"['וַיִּטַּ֞ע', 'יְהוָ֧ה', 'אֱלֹהִ֛ים', 'גַּן־בְּ', 'עֵ֖דֶן', 'מִקֶּ֑דֶם', 'וַיָּ֣שֶׂם', 'שָׁ֔ם', 'אֶת־הָֽאָדָ֖ם', 'אֲשֶׁ֥ר', 'יָצָֽר׃']","['וַיִּטַּע', 'יְהוָה', 'אֱלֹהִים', 'גַּןבְּ', 'עֵדֶן', 'מִקֶּדֶם', 'וַיָּשֶׂם', 'שָׁם', 'אֶתהָאָדָם', 'אֲשֶׁר', 'יָצָר']","['וַיִּטַּע', 'יְהוָה', 'גַּןבְּ', 'מִקֶּדֶם', 'יָצָר']"
Genesis,2,9,"['וַיַּצְמַ֞ח', 'יְהוָ֤ה', 'אֱלֹהִים֙', 'מִן־הָ֣אֲדָמָ֔ה', 'כָּל־עֵ֛ץ', 'נֶחְמָ֥ד', 'לְמַרְאֶ֖ה', 'וְט֣וֹב', 'לְמַאֲכָ֑ל', 'וְעֵ֤ץ', 'הַֽחַיִּים֙', 'בְּת֣וֹךְ', 'הַגָּ֔ן', 'וְעֵ֕ץ', 'הַדַּ֖עַת', 'ט֥וֹב', 'וָרָֽע׃']","['וַיַּצְמַח', 'יְהוָה', 'אֱלֹהִים', 'מִןהָאֲדָמָה', 'כָּלעֵץ', 'נֶחְמָד', 'לְמַרְאֶה', 'וְטוֹב', 'לְמַאֲכָל', 'וְעֵץ', 'הַחַיִּים', 'בְּתוֹךְ', 'הַגָּן', 'וְעֵץ', 'הַדַּעַת', 'טוֹב', 'וָרָע']","['וַיַּצְמַח', 'יְהוָה', 'נֶחְמָד', 'לְמַרְאֶה', 'וְעֵץ', 'הַגָּן', 'וְעֵץ', 'הַדַּעַת']"
Genesis,2,10,"['וְנָהָר֙', 'יֹצֵ֣א', 'מֵעֵ֔דֶן', 'לְהַשְׁק֖וֹת', 'אֶת־הַגָּ֑ן', 'וּמִשָּׁם֙', 'יִפָּרֵ֔ד', 'וְהָיָ֖ה', 'לְאַרְבָּעָ֥ה', 'רָאשִֽׁים׃']","['וְנָהָר', 'יֹצֵא', 'מֵעֵדֶן', 'לְהַשְׁקוֹת', 'אֶתהַגָּן', 'וּמִשָּׁם', 'יִפָּרֵד', 'וְהָיָה', 'לְאַרְבָּעָה', 'רָאשִׁים']","['וְנָהָר', 'יֹצֵא', 'יִפָּרֵד']"
Genesis,2,11,"['שֵׁ֥ם', 'הָֽאֶחָ֖ד', 'פִּישׁ֑וֹן', 'ה֣וּא', 'הַסֹּבֵ֗ב', 'אֵ֚ת', 'כָּל־אֶ֣רֶץ', 'הַֽחֲוִילָ֔ה', 'אֲשֶׁר־שָׁ֖ם', 'הַזָּהָֽב׃']","['שֵׁם', 'הָאֶחָד', 'פִּישׁוֹן', 'הוּא', 'הַסֹּבֵב', 'אֵת', 'כָּלאֶרֶץ', 'הַחֲוִילָה', 'אֲשֶׁרשָׁם', 'הַזָּהָב']",['הַסֹּבֵב']
Genesis,2,12,"['וּֽזֲהַ֛ב', 'הָאָ֥רֶץ', 'הַהִ֖וא', 'ט֑וֹב', 'שָׁ֥ם', 'הַבְּדֹ֖לַח', 'וְאֶ֥בֶן', 'הַשֹּֽׁהַם׃']","['וּזֲהַב', 'הָאָרֶץ', 'הַהִוא', 'טוֹב', 'שָׁם', 'הַבְּדֹלַח', 'וְאֶבֶן', 'הַשֹּׁהַם']","['הָאָרֶץ', 'הַבְּדֹלַח']"
Genesis,2,13,"['וְשֵֽׁם־הַנָּהָ֥ר', 'הַשֵּׁנִ֖י', 'גִּיח֑וֹן', 'ה֣וּא', 'הַסּוֹבֵ֔ב', 'אֵ֖ת', 'כָּל־אֶ֥רֶץ', 'כּֽוּשׁ׃']","['וְשֵׁםהַנָּהָר', 'הַשֵּׁנִי', 'גִּיחוֹן', 'הוּא', 'הַסּוֹבֵב', 'אֵת', 'כָּלאֶרֶץ', 'כּוּשׁ']","['גִּיחוֹן', 'הַסּוֹבֵב', 'כּוּשׁ']"
Genesis,2,14,"['וְשֵׁ֨ם', 'הַנָּהָ֤ר', 'הַשְּׁלִישִׁי֙', 'חִדֶּ֔קֶל', 'ה֥וּא', 'הַֽהֹלֵ֖ךְ', 'קִדְמַ֣ת', 'אַשּׁ֑וּר', 'וְהַנָּהָ֥ר', 'הָֽרְבִיעִ֖י', 'ה֥וּא', 'פְרָֽת׃']","['וְשֵׁם', 'הַנָּהָר', 'הַשְּׁלִישִׁי', 'חִדֶּקֶל', 'הוּא', 'הַהֹלֵךְ', 'קִדְמַת', 'אַשּׁוּר', 'וְהַנָּהָר', 'הָרְבִיעִי', 'הוּא', 'פְרָת']","['הַנָּהָר', 'קִדְמַת', 'אַשּׁוּר', 'וְהַנָּהָר', 'הָרְבִיעִי', 'פְרָת']"
Genesis,2,15,"['וַיִּקַּ֛ח', 'יְהוָ֥ה', 'אֱלֹהִ֖ים', 'אֶת־הָֽאָדָ֑ם', 'וַיַּנִּחֵ֣הוּ', 'בְגַן־עֵ֔דֶן', 'לְעָבְדָ֖הּ', 'וּלְשָׁמְרָֽהּ׃']","['וַיִּקַּח', 'יְהוָה', 'אֱלֹהִים', 'אֶתהָאָדָם', 'וַיַּנִּחֵהוּ', 'בְגַןעֵדֶן', 'לְעָבְדָהּ', 'וּלְשָׁמְרָהּ']","['יְהוָה', 'וַיַּנִּחֵהוּ', 'לְעָבְדָהּ', 'וּלְשָׁמְרָהּ']"
Genesis,2,16,"['וַיְצַו֙', 'יְהוָ֣ה', 'אֱלֹהִ֔ים', 'עַל־הָֽאָדָ֖ם', 'לֵאמֹ֑ר', 'מִכֹּ֥ל', 'עֵֽץ־הַגָּ֖ן', 'אָכֹ֥ל', 'תֹּאכֵֽל׃']","['וַיְצַו', 'יְהוָה', 'אֱלֹהִים', 'עַלהָאָדָם', 'לֵאמֹר', 'מִכֹּל', 'עֵץהַגָּן', 'אָכֹל', 'תֹּאכֵל']","['וַיְצַו', 'יְהוָה', 'עֵץהַגָּן']"
Genesis,2,17,"['וּמֵעֵ֗ץ', 'הַדַּ֙עַת֙', 'ט֣וֹב', 'וָרָ֔ע', 'לֹ֥א', 'תֹאכַ֖ל', 'מִמֶּ֑נּוּ', 'כִּ֗י', 'בְּי֛וֹם', 'אֲכָלְךָ֥', 'מִמֶּ֖נּוּ', 'מ֥וֹת', 'תָּמֽוּת׃']","['וּמֵעֵץ', 'הַדַּעַת', 'טוֹב', 'וָרָע', 'לֹא', 'תֹאכַל', 'מִמֶּנּוּ', 'כִּי', 'בְּיוֹם', 'אֲכָלְךָ', 'מִמֶּנּוּ', 'מוֹת', 'תָּמוּת']","['וּמֵעֵץ', 'הַדַּעַת', 'מוֹת', 'תָּמוּת']"
Genesis,2,18,"['וַיֹּ֙אמֶר֙', 'יְהוָ֣ה', 'אֱלֹהִ֔ים', 'לֹא־ט֛וֹב', 'הֱי֥וֹת', 'הָֽאָדָ֖ם', 'לְבַדּ֑וֹ', 'אֽ', 'ֶעֱשֶׂהּ־לּ֥וֹ', 'עֵ֖זֶר', 'כְּנֶגְדּֽוֹ׃']","['וַיֹּאמֶר', 'יְהוָה', 'אֱלֹהִים', 'לֹאטוֹב', 'הֱיוֹת', 'הָאָדָם', 'לְבַדּוֹ', 'א', 'ֶעֱשֶׂהּלּוֹ', 'עֵזֶר', 'כְּנֶגְדּוֹ']","['יְהוָה', 'עֵזֶר']"
Genesis,2,19,"['וַיִּצֶר֩', 'יְהוָ֨ה', 'אֱלֹהִ֜ים', 'מִן־הָֽאֲדָמָ֗ה', 'כָּל־חַיַּ֤ת', 'הַשָּׂדֶה֙', 'וְאֵת֙', 'כָּל־ע֣וֹף', 'הַשָּׁמַ֔יִם', 'וַיָּבֵא֙', 'אֶל־הָ֣אָדָ֔ם', 'לִרְא֖וֹת', 'מַה־יִּקְרָא־ל֑וֹ', 'וְכֹל֩', 'אֲשֶׁ֨ר', 'יִקְרָא־ל֧וֹ', 'הֽ', 'ָאָדָ֛ם', 'נֶ֥פֶשׁ', 'חַיָּ֖ה', 'ה֥וּא', 'שְׁמֽוֹ׃']","['וַיִּצֶר', 'יְהוָה', 'אֱלֹהִים', 'מִןהָאֲדָמָה', 'כָּלחַיַּת', 'הַשָּׂדֶה', 'וְאֵת', 'כָּלעוֹף', 'הַשָּׁמַיִם', 'וַיָּבֵא', 'אֶלהָאָדָם', 'לִרְאוֹת', 'מַהיִּקְרָאלוֹ', 'וְכֹל', 'אֲשֶׁר', 'יִקְרָאלוֹ', 'ה', 'ָאָדָם', 'נֶפֶשׁ', 'חַיָּה', 'הוּא', 'שְׁמוֹ']","['וַיִּצֶר', 'יְהוָה', 'הַשָּׂדֶה', 'נֶפֶשׁ', 'חַיָּה', 'שְׁמוֹ']"
Genesis,2,20,"['וַיִּקְרָ֨א', 'הָֽאָדָ֜ם', 'שֵׁמ֗וֹת', 'לְכָל־הַבְּהֵמָה֙', 'וּלְע֣וֹף', 'הַשָּׁמַ֔יִם', 'וּלְכֹ֖ל', 'חַיַּ֣ת', 'הַשָּׂדֶ֑ה', 'וּלְאָדָ֕ם', 'לֹֽא־מָצָ֥א', 'עֵ֖זֶר', 'כְּנֶגְדּֽוֹ׃']","['וַיִּקְרָא', 'הָאָדָם', 'שֵׁמוֹת', 'לְכָלהַבְּהֵמָה', 'וּלְעוֹף', 'הַשָּׁמַיִם', 'וּלְכֹל', 'חַיַּת', 'הַשָּׂדֶה', 'וּלְאָדָם', 'לֹאמָצָא', 'עֵזֶר', 'כְּנֶגְדּוֹ']","['שֵׁמוֹת', 'חַיַּת', 'הַשָּׂדֶה', 'עֵזֶר']"
Genesis,2,21,"['וַיַּפֵּל֩', 'יְהוָ֨ה', 'אֱלֹהִ֧ים', '׀', 'תַּרְדֵּמָ֛ה', 'עַל־הָאָדָ֖ם', 'וַיִּישָׁ֑ן', 'וַיִּקַּ֗ח', 'אַחַת֙', 'מִצַּלְעֹתָ֔יו', 'וַיִּסְגֹּ֥ר', 'בָּשָׂ֖ר', 'תַּחְתֶּֽנָּה׃']","['וַיַּפֵּל', 'יְהוָה', 'אֱלֹהִים', '', 'תַּרְדֵּמָה', 'עַלהָאָדָם', 'וַיִּישָׁן', 'וַיִּקַּח', 'אַחַת', 'מִצַּלְעֹתָיו', 'וַיִּסְגֹּר', 'בָּשָׂר', 'תַּחְתֶּנָּה']","['וַיַּפֵּל', 'יְהוָה', '', 'מִצַּלְעֹתָיו', 'וַיִּסְגֹּר', 'בָּשָׂר', 'תַּחְתֶּנָּה']"
Genesis,2,22,"['וַיִּבֶן֩', 'יְהוָ֨ה', 'אֱלֹהִ֧ים', '׀', 'אֶֽת־הַצֵּלָ֛ע', 'אֲשֶׁר־לָקַ֥ח', 'מִן־הָֽאָדָ֖ם', 'לְאִשָּׁ֑ה', 'וַיְבִאֶ֖הָ', 'אֶל־הֽ', 'ָאָדָֽם׃']","['וַיִּבֶן', 'יְהוָה', 'אֱלֹהִים', '', 'אֶתהַצֵּלָע', 'אֲשֶׁרלָקַח', 'מִןהָאָדָם', 'לְאִשָּׁה', 'וַיְבִאֶהָ', 'אֶלה', 'ָאָדָם']","['יְהוָה', '']"
Genesis,2,23,"['וַיֹּאמֶר֮', 'הֽ', 'ָאָדָם֒', 'זֹ֣את', 'הַפַּ֗עַם', 'עֶ֚צֶם', 'מֵֽעֲצָמַ֔י', 'וּבָשָׂ֖ר', 'מִבְּשָׂרִ֑י', 'לְזֹאת֙', 'יִקָּרֵ֣א', 'אִשָּׁ֔ה', 'כִּ֥י', 'מֵאִ֖ישׁ', 'לֻֽקֳחָה־זֹּֽאת׃']","['וַיֹּאמֶר', 'ה', 'ָאָדָם', 'זֹאת', 'הַפַּעַם', 'עֶצֶם', 'מֵעֲצָמַי', 'וּבָשָׂר', 'מִבְּשָׂרִי', 'לְזֹאת', 'יִקָּרֵא', 'אִשָּׁה', 'כִּי', 'מֵאִישׁ', 'לֻקֳחָהזֹּאת']","['עֶצֶם', 'וּבָשָׂר', 'מִבְּשָׂרִי', 'יִקָּרֵא', 'אִשָּׁה']"
Genesis,2,24,"['עַל־כֵּן֙', 'יֽ', 'ַעֲזָב־אִ֔ישׁ', 'אֶת־אָבִ֖יו', 'וְאֶת־אִמּ֑וֹ', 'וְדָבַ֣ק', 'בְּאִשְׁתּ֔וֹ', 'וְהָי֖וּ', 'לְבָשָׂ֥ר', 'אֶחָֽד׃']","['עַלכֵּן', 'י', 'ַעֲזָבאִישׁ', 'אֶתאָבִיו', 'וְאֶתאִמּוֹ', 'וְדָבַק', 'בְּאִשְׁתּוֹ', 'וְהָיוּ', 'לְבָשָׂר', 'אֶחָד']",['וְדָבַק']
Genesis,2,25,"['וַיִּֽהְי֤וּ', 'שְׁנֵיהֶם֙', 'עֲרוּמִּ֔ים', 'הָֽאָדָ֖ם', 'וְאִשְׁתּ֑וֹ', 'וְלֹ֖א', 'יִתְבֹּשָֽׁשׁוּ׃']","['וַיִּהְיוּ', 'שְׁנֵיהֶם', 'עֲרוּמִּים', 'הָאָדָם', 'וְאִשְׁתּוֹ', 'וְלֹא', 'יִתְבֹּשָׁשׁוּ']","['וְאִשְׁתּוֹ', 'יִתְבֹּשָׁשׁוּ']"
Genesis,3,1,"['וְהַנָּחָשׁ֙', 'הָיָ֣ה', 'עָר֔וּם', 'מִכֹּל֙', 'חַיַּ֣ת', 'הַשָּׂדֶ֔ה', 'אֲשֶׁ֥ר', 'עָשָׂ֖ה', 'יְהוָ֣ה', 'אֱלֹהִ֑ים', 'וַיֹּ֙אמֶר֙', 'אֶל־הָ֣אִשָּׁ֔ה', 'אַ֚ף', 'כִּֽי־אָמַ֣ר', 'אֱלֹהִ֔ים', 'לֹ֣א', 'תֹֽאכְל֔וּ', 'מִכֹּ֖ל', 'עֵ֥ץ', 'הַגָּֽן׃']","['וְהַנָּחָשׁ', 'הָיָה', 'עָרוּם', 'מִכֹּל', 'חַיַּת', 'הַשָּׂדֶה', 'אֲשֶׁר', 'עָשָׂה', 'יְהוָה', 'אֱלֹהִים', 'וַיֹּאמֶר', 'אֶלהָאִשָּׁה', 'אַף', 'כִּיאָמַר', 'אֱלֹהִים', 'לֹא', 'תֹאכְלוּ', 'מִכֹּל', 'עֵץ', 'הַגָּן']","['וְהַנָּחָשׁ', 'עָרוּם', 'חַיַּת', 'הַשָּׂדֶה', 'עָשָׂה', 'יְהוָה', 'עֵץ', 'הַגָּן']"
Genesis,3,2,"['וַתֹּ֥אמֶר', 'הָֽאִשָּׁ֖ה', 'אֶל־הַנָּחָ֑שׁ', 'מִפְּרִ֥י', 'עֵֽץ־הַגָּ֖ן', 'נֹאכֵֽל׃']","['וַתֹּאמֶר', 'הָאִשָּׁה', 'אֶלהַנָּחָשׁ', 'מִפְּרִי', 'עֵץהַגָּן', 'נֹאכֵל']","['הָאִשָּׁה', 'מִפְּרִי', 'עֵץהַגָּן']"
Genesis,3,3,"['וּמִפְּרִ֣י', 'הָעֵץ֮', 'אֲשֶׁ֣ר', 'בְּתוֹךְ־הַגָּן֒', 'אָמַ֣ר', 'אֱלֹהִ֗ים', 'לֹ֤א', 'תֹֽאכְלוּ֙', 'מִמֶּ֔נּוּ', 'וְלֹ֥א', 'תִגְּע֖וּ', 'בּ֑וֹ', 'פֶּן־תְּמֻתֽוּן׃']","['וּמִפְּרִי', 'הָעֵץ', 'אֲשֶׁר', 'בְּתוֹךְהַגָּן', 'אָמַר', 'אֱלֹהִים', 'לֹא', 'תֹאכְלוּ', 'מִמֶּנּוּ', 'וְלֹא', 'תִגְּעוּ', 'בּוֹ', 'פֶּןתְּמֻתוּן']","['וּמִפְּרִי', 'הָעֵץ', 'תִגְּעוּ', 'פֶּןתְּמֻתוּן']"
Genesis,3,4,"['וַיֹּ֥אמֶר', 'הַנָּחָ֖שׁ', 'אֶל־הָֽאִשָּׁ֑ה', 'לֹֽא־מ֖וֹת', 'תְּמֻתֽוּן׃']","['וַיֹּאמֶר', 'הַנָּחָשׁ', 'אֶלהָאִשָּׁה', 'לֹאמוֹת', 'תְּמֻתוּן']","['הַנָּחָשׁ', 'תְּמֻתוּן']"
Genesis,3,5,"['כִּ֚י', 'יֹדֵ֣עַ', 'אֱלֹהִ֔ים', 'כִּ֗י', 'בְּיוֹם֙', 'אֲכָלְכֶ֣ם', 'מִמֶּ֔נּוּ', 'וְנִפְקְח֖וּ', 'עֵֽינֵיכֶ֑ם', 'וִהְיִיתֶם֙', 'כֵּֽאלֹהִ֔ים', 'יֹדְעֵ֖י', 'ט֥וֹב', 'וָרָֽע׃']","['כִּי', 'יֹדֵעַ', 'אֱלֹהִים', 'כִּי', 'בְּיוֹם', 'אֲכָלְכֶם', 'מִמֶּנּוּ', 'וְנִפְקְחוּ', 'עֵינֵיכֶם', 'וִהְיִיתֶם', 'כֵּאלֹהִים', 'יֹדְעֵי', 'טוֹב', 'וָרָע']","['יֹדֵעַ', 'וְנִפְקְחוּ', 'עֵינֵיכֶם', 'וִהְיִיתֶם', 'יֹדְעֵי']"
Genesis,3,6,"['וַתֵּ֣רֶא', 'הָֽאִשָּׁ֡ה', 'כִּ֣י', 'טוֹב֩', 'הָעֵ֨ץ', 'לְמַאֲכָ֜ל', 'וְכִ֧י', 'תַֽאֲוָה־ה֣וּא', 'לָעֵינַ֗יִם', 'וְנֶחְמָ֤ד', 'הָעֵץ֙', 'לְהַשְׂכִּ֔יל', 'וַתִּקַּ֥ח', 'מִפִּרְי֖וֹ', 'וַתֹּאכַ֑ל', 'וַתִּתֵּ֧ן', 'גַּם־לְאִישָׁ֛הּ', 'עִמָּ֖הּ', 'וַיֹּאכַֽל׃']","['וַתֵּרֶא', 'הָאִשָּׁה', 'כִּי', 'טוֹב', 'הָעֵץ', 'לְמַאֲכָל', 'וְכִי', 'תַאֲוָההוּא', 'לָעֵינַיִם', 'וְנֶחְמָד', 'הָעֵץ', 'לְהַשְׂכִּיל', 'וַתִּקַּח', 'מִפִּרְיוֹ', 'וַתֹּאכַל', 'וַתִּתֵּן', 'גַּםלְאִישָׁהּ', 'עִמָּהּ', 'וַיֹּאכַל']","['וַתֵּרֶא', 'הָאִשָּׁה', 'הָעֵץ', 'לָעֵינַיִם', 'וְנֶחְמָד', 'הָעֵץ', 'וַתִּקַּח', 'מִפִּרְיוֹ', 'וַתִּתֵּן']"
Genesis,3,7,"['וַתִּפָּקַ֙חְנָה֙', 'עֵינֵ֣י', 'שְׁנֵיהֶ֔ם', 'וַיֵּ֣דְע֔וּ', 'כִּ֥י', 'עֵֽירֻמִּ֖ם', 'הֵ֑ם', 'וַֽיִּתְפְּרוּ֙', 'עֲלֵ֣ה', 'תְאֵנָ֔ה', 'וַיַּעֲשׂ֥וּ', 'לָהֶ֖ם', 'חֲגֹרֹֽת׃']","['וַתִּפָּקַחְנָה', 'עֵינֵי', 'שְׁנֵיהֶם', 'וַיֵּדְעוּ', 'כִּי', 'עֵירֻמִּם', 'הֵם', 'וַיִּתְפְּרוּ', 'עֲלֵה', 'תְאֵנָה', 'וַיַּעֲשׂוּ', 'לָהֶם', 'חֲגֹרֹת']","['וַתִּפָּקַחְנָה', 'עֵינֵי', 'וַיֵּדְעוּ', 'עֵירֻמִּם', 'וַיִּתְפְּרוּ', 'תְאֵנָה', 'וַיַּעֲשׂוּ', 'חֲגֹרֹת']"
Genesis,3,8,"['וַֽיִּשְׁמְע֞וּ', 'אֶת־ק֨וֹל', 'יְהוָ֧ה', 'אֱלֹהִ֛ים', 'מִתְהַלֵּ֥ךְ', 'בַּגָּ֖ן', 'לְר֣וּחַ', 'הַיּ֑וֹם', 'וַיִּתְחַבֵּ֨א', 'הָֽאָדָ֜ם', 'וְאִשְׁתּ֗וֹ', 'מִפְּנֵי֙', 'יְהוָ֣ה', 'אֱלֹהִ֔ים', 'בְּת֖וֹךְ', 'עֵ֥ץ', 'הַגָּֽן׃']","['וַיִּשְׁמְעוּ', 'אֶתקוֹל', 'יְהוָה', 'אֱלֹהִים', 'מִתְהַלֵּךְ', 'בַּגָּן', 'לְרוּחַ', 'הַיּוֹם', 'וַיִּתְחַבֵּא', 'הָאָדָם', 'וְאִשְׁתּוֹ', 'מִפְּנֵי', 'יְהוָה', 'אֱלֹהִים', 'בְּתוֹךְ', 'עֵץ', 'הַגָּן']","['יְהוָה', 'בַּגָּן', 'לְרוּחַ', 'וְאִשְׁתּוֹ', 'מִפְּנֵי', 'יְהוָה', 'עֵץ', 'הַגָּן']"
Genesis,3,9,"['וַיִּקְרָ֛א', 'יְהוָ֥ה', 'אֱלֹהִ֖ים', 'אֶל־הָֽאָדָ֑ם', 'וַיֹּ֥אמֶר', 'ל֖וֹ', 'אַיֶּֽכָּה׃']","['וַיִּקְרָא', 'יְהוָה', 'אֱלֹהִים', 'אֶלהָאָדָם', 'וַיֹּאמֶר', 'לוֹ', 'אַיֶּכָּה']",['יְהוָה']
Genesis,3,10,"['וַיֹּ֕אמֶר', 'אֶת־קֹלְךָ֥', 'שָׁמַ֖עְתִּי', 'בַּגָּ֑ן', 'וָאִירָ֛א', 'כִּֽי־עֵירֹ֥ם', 'אָנֹ֖כִי', 'וָאֵחָבֵֽא׃']","['וַיֹּאמֶר', 'אֶתקֹלְךָ', 'שָׁמַעְתִּי', 'בַּגָּן', 'וָאִירָא', 'כִּיעֵירֹם', 'אָנֹכִי', 'וָאֵחָבֵא']","['שָׁמַעְתִּי', 'בַּגָּן']"
Genesis,3,11,"['וַיֹּ֕אמֶר', 'מִ֚י', 'הִגִּ֣יד', 'לְךָ֔', 'כִּ֥י', 'עֵירֹ֖ם', 'אָ֑תָּה', 'הֲמִן־הָעֵ֗ץ', 'אֲשֶׁ֧ר', 'צִוִּיתִ֛יךָ', 'לְבִלְתִּ֥י', 'אֲכָל־מִמֶּ֖נּוּ', 'אָכָֽלְתָּ׃']","['וַיֹּאמֶר', 'מִי', 'הִגִּיד', 'לְךָ', 'כִּי', 'עֵירֹם', 'אָתָּה', 'הֲמִןהָעֵץ', 'אֲשֶׁר', 'צִוִּיתִיךָ', 'לְבִלְתִּי', 'אֲכָלמִמֶּנּוּ', 'אָכָלְתָּ']","['הִגִּיד', 'עֵירֹם', 'צִוִּיתִיךָ']"
Genesis,3,12,"['וַיֹּ֖אמֶר', 'הָֽאָדָ֑ם', 'הָֽאִשָּׁה֙', 'אֲשֶׁ֣ר', 'נָתַ֣תָּה', 'עִמָּדִ֔י', 'הִ֛וא', 'נָֽתְנָה־לִּ֥י', 'מִן־הָעֵ֖ץ', 'וָאֹכֵֽל׃']","['וַיֹּאמֶר', 'הָאָדָם', 'הָאִשָּׁה', 'אֲשֶׁר', 'נָתַתָּה', 'עִמָּדִי', 'הִוא', 'נָתְנָהלִּי', 'מִןהָעֵץ', 'וָאֹכֵל']","['הָאִשָּׁה', 'נָתַתָּה']"
Genesis,3,13,"['וַיֹּ֨אמֶר', 'יְהוָ֧ה', 'אֱלֹהִ֛ים', 'לָאִשָּׁ֖ה', 'מַה־זֹּ֣את', 'עָשִׂ֑ית', 'וַתֹּ֙אמֶר֙', 'הָֽאִשָּׁ֔ה', 'הַנָּחָ֥שׁ', 'הִשִּׁיאַ֖נִי', 'וָאֹכֵֽל׃']","['וַיֹּאמֶר', 'יְהוָה', 'אֱלֹהִים', 'לָאִשָּׁה', 'מַהזֹּאת', 'עָשִׂית', 'וַתֹּאמֶר', 'הָאִשָּׁה', 'הַנָּחָשׁ', 'הִשִּׁיאַנִי', 'וָאֹכֵל']","['יְהוָה', 'עָשִׂית', 'הָאִשָּׁה', 'הַנָּחָשׁ']"
Genesis,3,14,"['וַיֹּאמֶר֩', 'יְהֹוָ֨ה', 'אֱלֹהִ֥ים', '׀', 'אֶֽל־הַנָּחָשׁ֮', 'כִּ֣י', 'עָשִׂ֣יתָ', 'זֹּאת֒', 'אָר֤וּר', 'אַתָּה֙', 'מִכָּל־הַבְּהֵמָ֔ה', 'וּמִכֹּ֖ל', 'חַיַּ֣ת', 'הַשָּׂדֶ֑ה', 'עַל־גְּחֹנְךָ֣', 'תֵלֵ֔ךְ', 'וְעָפָ֥ר', 'תֹּאכַ֖ל', 'כָּל־יְמֵ֥י', 'חַיֶּֽיךָ׃']","['וַיֹּאמֶר', 'יְהֹוָה', 'אֱלֹהִים', '', 'אֶלהַנָּחָשׁ', 'כִּי', 'עָשִׂיתָ', 'זֹּאת', 'אָרוּר', 'אַתָּה', 'מִכָּלהַבְּהֵמָה', 'וּמִכֹּל', 'חַיַּת', 'הַשָּׂדֶה', 'עַלגְּחֹנְךָ', 'תֵלֵךְ', 'וְעָפָר', 'תֹּאכַל', 'כָּליְמֵי', 'חַיֶּיךָ']","['יְהֹוָה', '', 'עָשִׂיתָ', 'אָרוּר', 'חַיַּת', 'הַשָּׂדֶה', 'וְעָפָר', 'חַיֶּיךָ']"
